Award,Year,Winning,Name,Film
Music (Original Score),1980,nominated,Tess ,Philippe Sarde
Music (Original Song),1980,won,"""Fame"" from Fame",Music by Michael Gore; Lyric by Dean Pitchford
Music (Original Song),1980,nominated,"""Nine To Five"" from Nine to Five",Music and Lyric by Dolly Parton
Music (Original Song),1980,nominated,"""On The Road Again"" from Honeysuckle Rose",Music and Lyric by Willie Nelson
Music (Original Song),1980,nominated,"""Out Here On My Own"" from Fame",Music by Michael Gore; Lyric by Lesley Gore
Music (Original Song),1980,nominated,"""People Alone"" from The Competition",Music by Lalo Schifrin; Lyric by Wilbur Jennings
Best Picture,1980,nominated,Coal Miner's Daughter ,"Bernard Schwartz, Producer"
Best Picture,1980,nominated,The Elephant Man ,"Jonathan Sanger, Producer"
Best Picture,1980,won,Ordinary People ,"Ronald L. Schwary, Producer"
Best Picture,1980,nominated,Raging Bull ,"Irwin Winkler and Robert Chartoff, Producers"
Best Picture,1980,nominated,Tess ,"Claude Berri, Producer; Timothy Burrill, Co-Producer"
Short Film (Animated),1980,nominated,All Nothing ,"Frédéric Back, Producer"
Short Film (Animated),1980,won,The Fly ,"Ferenc Rofusz, Producer"
Short Film (Animated),1980,nominated,History of the World in Three Minutes Flat ,"Michael Mills, Producer"
Short Film (Dramatic Live Action),1980,won,The Dollar Bottom ,"Lloyd Phillips, Producer"
Short Film (Dramatic Live Action),1980,nominated,Fall Line ,"Bob Carmichael and Greg Lowe, Producers"
Short Film (Dramatic Live Action),1980,nominated,A Jury of Her Peers ,"Sally Heckel, Producer"
Sound,1980,nominated,Altered States ,"Arthur Piantadosi, Les Fresholtz, Michael Minkler, Willie D. Burton"
Sound,1980,nominated,Coal Miner's Daughter ,"Richard Portman, Roger Heman, Jim Alexander"
Sound,1980,won,The Empire Strikes Back ,"Bill Varney, Steve Maslow, Gregg Landaker, Peter Sutton"
Sound,1980,nominated,Fame ,"Michael J. Kohut, Aaron Rochin, Jay M. Harding, Chris Newman"
Sound,1980,nominated,Raging Bull ,"Donald O. Mitchell, Bill Nicholson, David J. Kimball, Les Lazarowitz"
Writing (Screenplay Based on Material from Another Medium),1980,nominated,Breaker Morant ,"Jonathan Hardy, David Stevens, Bruce Beresford"
Writing (Screenplay Based on Material from Another Medium),1980,nominated,Coal Miner's Daughter ,Tom Rickman
Writing (Screenplay Based on Material from Another Medium),1980,nominated,The Elephant Man ,"Christopher DeVore, Eric Bergren, David Lynch"
Writing (Screenplay Based on Material from Another Medium),1980,won,Ordinary People ,Alvin Sargent
Writing (Screenplay Based on Material from Another Medium),1980,nominated,The Stunt Man ,Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush
Writing (Screenplay Written Directly for the Screen),1980,nominated,Brubaker ,"Screenplay by W. D. Richter; Story by W. D. Richter, Arthur Ross"
Writing (Screenplay Written Directly for the Screen),1980,nominated,Fame ,Christopher Gore
Writing (Screenplay Written Directly for the Screen),1980,won,Melvin and Howard ,Bo Goldman
Writing (Screenplay Written Directly for the Screen),1980,nominated,Mon Oncle D'Amerique ,Jean Gruault
Writing (Screenplay Written Directly for the Screen),1980,nominated,Private Benjamin ,"Nancy Meyers, Charles Shyer, Harvey Miller"
Special Achievement Award (Visual Effects),1980,won,The Empire Strikes Back ,"Brian Johnson, Richard Edlund, Dennis Muren, Bruce Nicholson"
Honorary Award,1980,won,Henry Fonda,
Medal of Commendation,1980,won,Fred Hynes,
Actor in a Leading Role,1981,nominated,Warren Beatty,Reds
Actor in a Leading Role,1981,won,Henry Fonda,On Golden Pond
Actor in a Leading Role,1981,nominated,Burt Lancaster,Atlantic City
Actor in a Leading Role,1981,nominated,Dudley Moore,Arthur
Actor in a Leading Role,1981,nominated,Paul Newman,Absence of Malice
Actor in a Supporting Role,1981,nominated,James Coco,Only When I Laugh
Actor in a Supporting Role,1981,won,John Gielgud,Arthur
Actor in a Supporting Role,1981,nominated,Ian Holm,Chariots of Fire
Actor in a Supporting Role,1981,nominated,Jack Nicholson,Reds
Actor in a Supporting Role,1981,nominated,"Howard E. Rollins, Jr.",Ragtime
Actress in a Leading Role,1981,won,Katharine Hepburn,On Golden Pond
Actress in a Leading Role,1981,nominated,Diane Keaton,Reds
Actress in a Leading Role,1981,nominated,Marsha Mason,Only When I Laugh
Actress in a Leading Role,1981,nominated,Susan Sarandon,Atlantic City
Actress in a Leading Role,1981,nominated,Meryl Streep,The French Lieutenant's Woman
Actress in a Supporting Role,1981,nominated,Melinda Dillon,Absence of Malice
Actress in a Supporting Role,1981,nominated,Jane Fonda,On Golden Pond
Actress in a Supporting Role,1981,nominated,Joan Hackett,Only When I Laugh
Actress in a Supporting Role,1981,nominated,Elizabeth McGovern,Ragtime
Actress in a Supporting Role,1981,won,Maureen Stapleton,Reds
Art Direction,1981,nominated,The French Lieutenant's Woman ,Art Direction: Assheton Gorton; Set Decoration: Ann Mollo
Art Direction,1981,nominated,Heaven's Gate ,Art Direction: Tambi Larsen; Set Decoration: Jim Berkey
Art Direction,1981,nominated,Ragtime ,"Art Direction: John Graysmark, Patrizia Von Brandenstein, Anthony Reading; Set Decoration: George de Titta, Sr., George de Titta, Jr., Peter Howitt"
Art Direction,1981,won,Raiders of the Lost Ark ,"Art Direction: Norman Reynolds, Leslie Dilley; Set Decoration: Michael Ford"
Art Direction,1981,nominated,Reds ,Art Direction: Richard Sylbert; Set Decoration: Michael Seirton
Cinematography,1981,nominated,Excalibur ,Alex Thomson
Cinematography,1981,nominated,On Golden Pond ,Billy Williams
Cinematography,1981,nominated,Ragtime ,Miroslav Ondricek
Cinematography,1981,nominated,Raiders of the Lost Ark ,Douglas Slocombe
Cinematography,1981,won,Reds ,Vittorio Storaro
Costume Design,1981,won,Chariots of Fire ,Milena Canonero
Costume Design,1981,nominated,The French Lieutenant's Woman ,Tom Rand
Costume Design,1981,nominated,Pennies from Heaven ,Bob Mackie
Costume Design,1981,nominated,Ragtime ,Anna Hill Johnstone
Costume Design,1981,nominated,Reds ,Shirley Russell
Directing,1981,nominated,Atlantic City ,Louis Malle
Directing,1981,nominated,Chariots of Fire ,Hugh Hudson
Directing,1981,nominated,On Golden Pond ,Mark Rydell
Directing,1981,nominated,Raiders of the Lost Ark ,Steven Spielberg
Directing,1981,won,Reds ,Warren Beatty
Documentary (Feature),1981,nominated,Against Wind and Tide: A Cuban Odyssey ,"Suzanne Bauman, Paul Neshamkin and Jim Burroughs, Producers"
Documentary (Feature),1981,nominated,Brooklyn Bridge ,"Ken Burns, Producer"
Documentary (Feature),1981,nominated,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott ,"Mary Benjamin, Susanne Simpson and Boyd Estus, Producers"
Documentary (Feature),1981,nominated,El Salvador: Another Vietnam ,"Glenn Silber and Tete Vasconcellos, Producers"
Documentary (Feature),1981,won,Genocide ,"Arnold Schwartzman and Rabbi Marvin Hier, Producers"
Documentary (Short Subject),1981,nominated,Americas in Transition ,"Obie Benz, Producer"
Documentary (Short Subject),1981,won,Close Harmony ,"Nigel Noble, Producer"
Documentary (Short Subject),1981,nominated,Journey for Survival ,"Dick Young, Producer"
Documentary (Short Subject),1981,nominated,See What I Say ,"Linda Chapman, Pam LeBlanc and Freddi Stevens, Producers"
Documentary (Short Subject),1981,nominated,Urge to Build ,"Roland Hallé and John Hoover, Producers"
Film Editing,1981,nominated,Chariots of Fire ,Terry Rawlings
Film Editing,1981,nominated,The French Lieutenant's Woman ,John Bloom
Film Editing,1981,nominated,On Golden Pond ,Robert L. Wolfe
Film Editing,1981,won,Raiders of the Lost Ark ,Michael Kahn
Film Editing,1981,nominated,Reds ,"Dede Allen, Craig McKay"
Foreign Language Film,1981,nominated,The Boat Is Full ,Switzerland
Foreign Language Film,1981,nominated,Man of Iron ,Poland
Foreign Language Film,1981,won,Mephisto ,Hungary
Foreign Language Film,1981,nominated,Muddy River ,Japan
Foreign Language Film,1981,nominated,Three Brothers ,Italy
Makeup,1981,won,An American Werewolf in London ,Rick Baker
Makeup,1981,nominated,Heartbeeps ,Stan Winston
Music (Original Score),1981,won,Chariots of Fire ,Vangelis
Music (Original Score),1981,nominated,Dragonslayer ,Alex North
Music (Original Score),1981,nominated,On Golden Pond ,Dave Grusin
Music (Original Score),1981,nominated,Ragtime ,Randy Newman
Music (Original Score),1981,nominated,Raiders of the Lost Ark ,John Williams
Music (Original Song),1981,won,"""Arthur's Theme (Best That You Can Do)"" from Arthur","Music and Lyric by Burt Bacharach, Carole Bayer Sager, Christopher Cross and Peter Allen"
Music (Original Song),1981,nominated,"""Endless Love"" from Endless Love",Music and Lyric by Lionel Richie
Music (Original Song),1981,nominated,"""The First Time It Happens"" from The Great Muppet Caper",Music and Lyric by Joe Raposo
Music (Original Song),1981,nominated,"""For Your Eyes Only"" from For Your Eyes Only",Music by Bill Conti; Lyric by Mick Leeson
Music (Original Song),1981,nominated,"""One More Hour"" from Ragtime",Music and Lyric by Randy Newman
Best Picture,1981,nominated,Atlantic City ,"Denis Heroux and John Kemeny, Producers"
Best Picture,1981,won,Chariots of Fire ,"David Puttnam, Producer"
Best Picture,1981,nominated,On Golden Pond ,"Bruce Gilbert, Producer"
Best Picture,1981,nominated,Raiders of the Lost Ark ,"Frank Marshall, Producer"
Best Picture,1981,nominated,Reds ,"Warren Beatty, Producer"
Short Film (Animated),1981,won,Crac ,"Frédéric Back, Producer"
Short Film (Animated),1981,nominated,The Creation ,"Will Vinton, Producer"
Short Film (Animated),1981,nominated,The Tender Tale of Cinderella Penguin ,"Janet Perlman, Producer"
Short Film (Live Action),1981,nominated,Couples and Robbers ,"Christine Oestreicher, Producer"
Short Film (Live Action),1981,nominated,First Winter ,"John N. Smith, Producer"
Short Film (Live Action),1981,won,Violet ,"Paul Kemp and Shelley Levinson, Producers"
Sound,1981,nominated,On Golden Pond ,"Richard Portman, David Ronne"
Sound,1981,nominated,Outland ,"John K. Wilkinson, Robert W. Glass, Jr., Robert M. Thirlwell, Robin Gregory"
Sound,1981,nominated,Pennies from Heaven ,"Michael J. Kohut, Jay M. Harding, Richard Tyler, Al Overton"
Sound,1981,won,Raiders of the Lost Ark ,"Bill Varney, Steve Maslow, Gregg Landaker, Roy Charman"
Sound,1981,nominated,Reds ,"Dick Vorisek, Tom Fleischman, Simon Kaye"
Visual Effects,1981,nominated,Dragonslayer ,"Dennis Muren, Phil Tippett, Ken Ralston, Brian Johnson"
Visual Effects,1981,won,Raiders of the Lost Ark ,"Richard Edlund, Kit West, Bruce Nicholson, Joe Johnston"
Writing (Screenplay Based on Material from Another Medium),1981,nominated,The French Lieutenant's Woman ,Harold Pinter
Writing (Screenplay Based on Material from Another Medium),1981,won,On Golden Pond ,Ernest Thompson
Writing (Screenplay Based on Material from Another Medium),1981,nominated,Pennies from Heaven ,Dennis Potter
Writing (Screenplay Based on Material from Another Medium),1981,nominated,Prince of the City ,"Jay Presson Allen, Sidney Lumet"
Writing (Screenplay Based on Material from Another Medium),1981,nominated,Ragtime ,Michael Weller
Writing (Screenplay Written Directly for the Screen),1981,nominated,Absence of Malice ,Kurt Luedtke
Writing (Screenplay Written Directly for the Screen),1981,nominated,Arthur ,Steve Gordon
Writing (Screenplay Written Directly for the Screen),1981,nominated,Atlantic City ,John Guare
Writing (Screenplay Written Directly for the Screen),1981,won,Chariots of Fire ,Colin Welland
Writing (Screenplay Written Directly for the Screen),1981,nominated,Reds ,"Warren Beatty, Trevor Griffiths"
Special Achievement Award (Sound Effects Editing),1981,won,Raiders of the Lost Ark ,"Ben Burtt, Richard L. Anderson"
Jean Hersholt Humanitarian Award,1981,won,Danny Kaye,
Honorary Award,1981,won,Barbara Stanwyck,
Irving G. Thalberg Memorial Award,1981,won,Albert R. Broccoli,
Gordon E. Sawyer Award,1981,won,Joseph B. Walker,
Actor in a Leading Role,1982,nominated,Dustin Hoffman,Tootsie
Actor in a Leading Role,1982,won,Ben Kingsley,Gandhi
Actor in a Leading Role,1982,nominated,Jack Lemmon,Missing
Actor in a Leading Role,1982,nominated,Paul Newman,The Verdict
Actor in a Leading Role,1982,nominated,Peter O'Toole,My Favorite Year
Actor in a Supporting Role,1982,nominated,Charles Durning,The Best Little Whorehouse in Texas
Actor in a Supporting Role,1982,won,"Louis Gossett, Jr.",An Officer and a Gentleman
Actor in a Supporting Role,1982,nominated,John Lithgow,The World According to Garp
Actor in a Supporting Role,1982,nominated,James Mason,The Verdict
Actor in a Supporting Role,1982,nominated,Robert Preston,Victor/Victoria
Actress in a Leading Role,1982,nominated,Julie Andrews,Victor/Victoria
Actress in a Leading Role,1982,nominated,Jessica Lange,Frances
Actress in a Leading Role,1982,nominated,Sissy Spacek,Missing
Actress in a Leading Role,1982,won,Meryl Streep,Sophie's Choice
Actress in a Leading Role,1982,nominated,Debra Winger,An Officer and a Gentleman
Actress in a Supporting Role,1982,nominated,Glenn Close,The World According to Garp
Actress in a Supporting Role,1982,nominated,Teri Garr,Tootsie
Actress in a Supporting Role,1982,won,Jessica Lange,Tootsie
Actress in a Supporting Role,1982,nominated,Kim Stanley,Frances
Actress in a Supporting Role,1982,nominated,Lesley Ann Warren,Victor/Victoria
Art Direction,1982,nominated,Annie ,Art Direction: Dale Hennesy; Set Decoration: Marvin March
Art Direction,1982,nominated,Blade Runner ,"Art Direction: Lawrence G. Paull, David L. Snyder; Set Decoration: Linda DeScenna"
Art Direction,1982,won,Gandhi ,"Art Direction: Stuart Craig, Bob Laing; Set Decoration: Michael Seirton"
Art Direction,1982,nominated,La Traviata ,Art Direction: Franco Zeffirelli; Set Decoration: Gianni Quaranta
Art Direction,1982,nominated,Victor/Victoria ,"Art Direction: Rodger Maus, Tim Hutchinson, William Craig Smith; Set Decoration: Harry Cordwell"
Cinematography,1982,nominated,Das Boot ,Jost Vacano
Cinematography,1982,nominated,E.T. The Extra-Terrestrial ,Allen Daviau
Cinematography,1982,won,Gandhi ,"Billy Williams, Ronnie Taylor"
Cinematography,1982,nominated,Sophie's Choice ,Nestor Almendros
Cinematography,1982,nominated,Tootsie ,Owen Roizman
Costume Design,1982,won,Gandhi ,"John Mollo, Bhanu Athaiya"
Costume Design,1982,nominated,La Traviata ,Piero Tosi
Costume Design,1982,nominated,Sophie's Choice ,Albert Wolsky
Costume Design,1982,nominated,Tron ,"Elois Jenssen, Rosanna Norton"
Costume Design,1982,nominated,Victor/Victoria ,Patricia Norris
Directing,1982,nominated,Das Boot ,Wolfgang Petersen
Directing,1982,nominated,E.T. The Extra-Terrestrial ,Steven Spielberg
Directing,1982,won,Gandhi ,Richard Attenborough
Directing,1982,nominated,Tootsie ,Sydney Pollack
Directing,1982,nominated,The Verdict ,Sidney Lumet
Documentary (Feature),1982,nominated,After the Axe ,"Sturla Gunnarsson and Steve Lucas, Producers"
Documentary (Feature),1982,nominated,Ben's Mill ,"John Karol and Michel Chalufour, Producers"
Documentary (Feature),1982,nominated,In Our Water ,"Meg Switzgable, Producer"
Documentary (Feature),1982,won,Just Another Missing Kid ,"John Zaritsky, Producer"
Documentary (Feature),1982,nominated,A Portrait of Giselle ,"Joseph Wishy, Producer"
Documentary (Short Subject),1982,nominated,Gods of Metal ,"Robert Richter, Producer"
Documentary (Short Subject),1982,won,If You Love This Planet ,"Edward Le Lorrain and Terri Nash, Producers"
Documentary (Short Subject),1982,nominated,The Klan: A Legacy of Hate in America ,"Charles Guggenheim and Werner Schumann, Producers"
Documentary (Short Subject),1982,nominated,To Live or Let Die ,"Freida Lee Mock, Producer"
Documentary (Short Subject),1982,nominated,Traveling Hopefully ,"John G. Avildsen, Producer"
Film Editing,1982,nominated,Das Boot ,Hannes Nikel
Film Editing,1982,nominated,E.T. The Extra-Terrestrial ,Carol Littleton
Film Editing,1982,won,Gandhi ,John Bloom
Film Editing,1982,nominated,An Officer and a Gentleman ,Peter Zinner
Film Editing,1982,nominated,Tootsie ,"Fredric Steinkamp, William Steinkamp"
Foreign Language Film,1982,nominated,Alsino and the Condor ,Nicaragua
Foreign Language Film,1982,nominated,Coup de Torchon ('Clean Slate') ,France
Foreign Language Film,1982,nominated,The Flight of the Eagle ,Sweden
Foreign Language Film,1982,nominated,Private Life ,Union of Soviet Socialist Republics
Foreign Language Film,1982,won,Volver a Empezar ('To Begin Again') ,Spain
Makeup,1982,nominated,Gandhi ,Tom Smith
Makeup,1982,won,Quest for Fire ,"Sarah Monzani, Michèle Burke"
